Exercise Name	d-tag	Reference	Event ID	Status	Equipment	Content	Difficulty	Body Part	Movement Pattern	IMeta
Frog Pose	frog-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:frog-pose	N/A	❌ Not Published	bodyweight	Deep hip opening pose on forearms and knees. Intense inner thigh stretch.	intermediate	hips	hip_opener
3 Pointed Star	three-pointed-star	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:three-pointed-star	N/A	❌ Not Published	bodyweight	Standing balance pose with one leg extended back. Strengthens standing leg and core.	intermediate	legs	balancing
Hero Pose	hero-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:hero-pose	N/A	❌ Not Published	bodyweight	Kneeling pose sitting on heels. Stretches quadriceps and improves posture.	beginner	legs	seated
Cow Pose	cow-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:cow-pose	N/A	❌ Not Published	bodyweight	Spinal extension pose on hands and knees. Opens chest and strengthens back.	beginner	spine	backbend
Side Stretch	side-stretch	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:side-stretch	N/A	❌ Not Published	bodyweight	Standing lateral bend stretching side body. Improves spinal mobility and breathing.	beginner	spine	side_bend
Down Corpse	down-corpse	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:down-corpse	N/A	❌ Not Published	bodyweight	Prone relaxation pose lying face down. Alternative to traditional corpse pose.	beginner	full_body	restorative
Lord of Fishes	lord-of-fishes	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:lord-of-fishes	N/A	❌ Not Published	bodyweight	Seated spinal twist with one leg crossed over. Deep detoxifying twist.	intermediate	spine	twist
Locust Pose	locust-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:locust-pose	N/A	❌ Not Published	bodyweight	Prone backbend lifting chest and legs. Strengthens entire back body.	intermediate	back	backbend
Supine Pigeon	supine-pigeon	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:supine-pigeon	N/A	❌ Not Published	bodyweight	Hip opening pose lying on back with ankle on opposite knee. Gentle hip stretch.	beginner	hips	hip_opener
Upward Salute	upward-salute	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:upward-salute	N/A	❌ Not Published	bodyweight	Standing pose with arms raised overhead. Energizing pose that opens chest.	beginner	full_body	standing
Lion's Pose	lions-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:lions-pose	N/A	❌ Not Published	bodyweight	Kneeling pose with tongue extended and fierce expression. Releases tension in face and throat.	beginner	face	breathing
Table Top	table-top	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:table-top	N/A	❌ Not Published	bodyweight	Neutral hands and knees position. Foundation for many flowing movements.	beginner	core	neutral
Standing Half	standing-half	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:standing-half	N/A	❌ Not Published	bodyweight	Standing forward fold with hands on shins. Preparation for full forward fold.	beginner	legs	forward_bend
Knees to Chest	knees-to-chest	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:knees-to-chest	N/A	❌ Not Published	bodyweight	Supine pose hugging knees to chest. Releases lower back tension.	beginner	back	restorative
Upward Dog	upward-dog	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:upward-dog	N/A	❌ Not Published	bodyweight	Strong backbend with straight arms and legs off ground. Opens chest and strengthens arms.	intermediate	back	backbend
Goddess Pose	goddess-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:goddess-pose	N/A	❌ Not Published	bodyweight	Wide-legged squat with arms in cactus shape. Strengthens legs and opens hips.	intermediate	legs	squat
Gate Pose	gate-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:gate-pose	N/A	❌ Not Published	bodyweight	Kneeling side bend with one leg extended. Stretches side body and improves flexibility.	intermediate	spine	side_bend
Easy Pose	easy-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:easy-pose	N/A	❌ Not Published	bodyweight	Simple cross-legged sitting position. Basic meditation pose for beginners.	beginner	hips	seated
Balance Table	balance-table	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:balance-table	N/A	❌ Not Published	bodyweight	Table top with opposite arm and leg extended. Improves balance and core strength.	intermediate	core	balancing
Seated FB	seated-fb	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:seated-fb	N/A	❌ Not Published	bodyweight	Seated forward bend with legs extended. Stretches hamstrings and calms mind.	beginner	legs	forward_bend
Happy Baby	happy-baby	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:happy-baby	N/A	❌ Not Published	bodyweight	Supine pose holding feet with knees to armpits. Playful hip opening pose.	beginner	hips	hip_opener
Shoulder Stretch	shoulder-stretch	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:shoulder-stretch	N/A	❌ Not Published	bodyweight	Seated or standing pose stretching shoulders and arms. Releases upper body tension.	beginner	shoulders	stretch
Low Lunge	low-lunge	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:low-lunge	N/A	❌ Not Published	bodyweight	Lunge with back knee down and front knee over ankle. Opens hip flexors.	beginner	hips	lunge
Warrior II	warrior-ii	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:warrior-ii	N/A	❌ Not Published	bodyweight	Standing pose with wide legs and arms parallel to floor. Builds strength and focus.	beginner	legs	standing
Staff Pose	staff-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:staff-pose	N/A	❌ Not Published	bodyweight	Seated pose with legs extended and spine straight. Foundation for seated poses.	beginner	core	seated
Forearm Plank	forearm-plank	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:forearm-plank	N/A	❌ Not Published	bodyweight	Plank pose on forearms instead of hands. Builds core and shoulder strength.	intermediate	core	plank
Standing FB	standing-fb	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:standing-fb	N/A	❌ Not Published	bodyweight	Standing forward bend with hands toward floor. Stretches hamstrings and calms mind.	beginner	legs	forward_bend
Legs Up Wall	legs-up-wall	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:legs-up-wall	N/A	❌ Not Published	bodyweight	Restorative inversion with legs up wall. Improves circulation and relaxation.	beginner	legs	inversion
Bridge Pose	bridge-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:bridge-pose	N/A	❌ Not Published	bodyweight	Supine backbend lifting hips and chest. Strengthens glutes and opens chest.	beginner	back	backbend
Half Squat	half-squat	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:half-squat	N/A	❌ Not Published	bodyweight	Partial squat position with thighs parallel to floor. Builds leg strength.	beginner	legs	squat
High Lunge	high-lunge	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:high-lunge	N/A	❌ Not Published	bodyweight	Lunge with back leg straight and arms overhead. Dynamic strengthening pose.	intermediate	legs	lunge
Neck Flow	neck-flow	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:neck-flow	N/A	❌ Not Published	bodyweight	Gentle neck movements and stretches. Releases tension in neck and shoulders.	beginner	neck	stretch
Plank Pose	plank-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:plank-pose	N/A	❌ Not Published	bodyweight	High push-up position holding body straight. Builds core and arm strength.	intermediate	core	plank
Head to Knee	head-to-knee	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:head-to-knee	N/A	❌ Not Published	bodyweight	Seated forward fold with one leg extended. Asymmetrical hamstring stretch.	intermediate	legs	forward_bend
1 Knee to Chest	one-knee-to-chest	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:one-knee-to-chest	N/A	❌ Not Published	bodyweight	Supine pose with one knee hugged to chest. Gentle lower back release.	beginner	back	restorative
Reverse Table	reverse-table	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:reverse-table	N/A	❌ Not Published	bodyweight	Seated backbend with hands behind body. Opens chest and strengthens arms.	intermediate	chest	backbend
Lizard Pose	lizard-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:lizard-pose	N/A	❌ Not Published	bodyweight	Deep lunge with forearms on ground. Intense hip flexor and quad stretch.	intermediate	hips	lunge
Twisted Warrior	twisted-warrior	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:twisted-warrior	N/A	❌ Not Published	bodyweight	Warrior III with spinal rotation. Challenging balance pose with twist.	advanced	core	balancing
Twisted	twisted	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:twisted	N/A	❌ Not Published	bodyweight	General twisting pose improving spinal mobility. Can be done seated or standing.	intermediate	spine	twist
4 Limb Staff	four-limb-staff	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:four-limb-staff	N/A	❌ Not Published	bodyweight	Low push-up position with elbows close to body. Builds arm and core strength.	intermediate	arms	press
Wide Angle	wide-angle	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:wide-angle	N/A	❌ Not Published	bodyweight	Seated forward fold with legs wide apart. Stretches inner thighs and spine.	intermediate	legs	forward_bend
Bound Angle	bound-angle-2	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:bound-angle-2	N/A	❌ Not Published	bodyweight	Seated hip opener with soles of feet together. Forward fold variation.	beginner	hips	hip_opener
Puppy Dog	puppy-dog	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:puppy-dog	N/A	❌ Not Published	bodyweight	Heart opening pose with hips over knees. Gentle backbend and shoulder stretch.	beginner	shoulders	backbend
Eagle Pose	eagle-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:eagle-pose	N/A	❌ Not Published	bodyweight	Standing balance with arms and legs wrapped. Improves focus and stretches shoulders.	intermediate	legs	balancing
Back Bend	back-bend	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:back-bend	N/A	❌ Not Published	bodyweight	General backbending pose opening chest and strengthening back. Various forms available.	intermediate	back	backbend
1 Leg Down Dog	one-leg-down-dog	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:one-leg-down-dog	N/A	❌ Not Published	bodyweight	Downward dog with one leg lifted. Strengthens arms and improves balance.	intermediate	arms	inversion
Chair Pose	chair-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:chair-pose	N/A	❌ Not Published	bodyweight	Standing squat with arms overhead. Builds leg strength and endurance.	beginner	legs	squat
Prayer Pose	prayer-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:prayer-pose	N/A	❌ Not Published	bodyweight	Standing or seated with palms together at heart. Centering and meditative pose.	beginner	full_body	meditation
Down Dog	down-dog	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:down-dog	N/A	❌ Not Published	bodyweight	Inverted V-shape pose strengthening arms and stretching legs. Foundational pose.	beginner	full_body	inversion
Crow Pose	crow-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:crow-pose	N/A	❌ Not Published	bodyweight	Arm balance with knees on upper arms. Builds arm strength and confidence.	advanced	arms	arm_balance
Tiger Pose	tiger-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:tiger-pose	N/A	❌ Not Published	bodyweight	Table top with opposite arm and leg extended plus backbend. Dynamic balance pose.	intermediate	core	balancing
Cow Face	cow-face	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:cow-face	N/A	❌ Not Published	bodyweight	Seated pose with legs stacked and arms behind back. Hip and shoulder stretch.	intermediate	shoulders	stretch
Warrior I	warrior-i	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:warrior-i	N/A	❌ Not Published	bodyweight	Standing lunge with arms overhead and hips square. Strengthening and opening pose.	beginner	legs	lunge
Reverse Prayer	reverse-prayer	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:reverse-prayer	N/A	❌ Not Published	bodyweight	Hands in prayer position behind back. Advanced shoulder and wrist stretch.	advanced	shoulders	stretch
Dolphin	dolphin	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:dolphin	N/A	❌ Not Published	bodyweight	Forearm stand preparation with head down. Builds shoulder strength for inversions.	advanced	shoulders	inversion
Dancer Pose	dancer-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:dancer-pose	N/A	❌ Not Published	bodyweight	Standing backbend holding back foot. Graceful balance pose opening chest.	intermediate	legs	balancing
Fish Pose	fish-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:fish-pose	N/A	❌ Not Published	bodyweight	Supine backbend with chest lifted and crown on floor. Opens throat and chest.	intermediate	chest	backbend
Fire Log Pose	fire-log-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:fire-log-pose	N/A	❌ Not Published	bodyweight	Seated pose with shins stacked parallel. Deep hip opening stretch.	intermediate	hips	hip_opener
Triangle Pose	triangle-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:triangle-pose	N/A	❌ Not Published	bodyweight	Standing side bend with wide legs and one hand down. Stretches side body.	beginner	spine	side_bend
Head to Knee	head-to-knee-2	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:head-to-knee-2	N/A	❌ Not Published	bodyweight	Seated forward fold with one leg bent. Asymmetrical stretch for hamstrings.	intermediate	legs	forward_bend
Bow Pose	bow-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:bow-pose	N/A	❌ Not Published	bodyweight	Prone backbend holding ankles. Strong backbend opening chest and strengthening back.	intermediate	back	backbend
Garland Pose	garland-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:garland-pose	N/A	❌ Not Published	bodyweight	Deep squat with feet close together. Opens hips and strengthens legs.	intermediate	hips	squat
Ext Side Angle	ext-side-angle	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:ext-side-angle	N/A	❌ Not Published	bodyweight	Extended side angle from warrior II. Long line from fingertips to back heel.	intermediate	spine	side_bend
Lotus Pose	lotus-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:lotus-pose	N/A	❌ Not Published	bodyweight	Cross-legged meditation pose with feet on opposite thighs. Advanced hip opening.	advanced	hips	seated
Side Plank	side-plank	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:side-plank	N/A	❌ Not Published	bodyweight	Lateral plank pose on one arm. Builds core strength and stability.	intermediate	core	plank
Wide Legged	wide-legged	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:wide-legged	N/A	❌ Not Published	bodyweight	Standing forward fold with wide legs. Stretches inner thighs and hamstrings.	beginner	legs	forward_bend
Hand to Toe	hand-to-toe	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:hand-to-toe	N/A	❌ Not Published	bodyweight	Standing balance holding big toe. Improves balance and stretches hamstrings.	intermediate	legs	balancing
Shoulder Stand	shoulder-stand	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:shoulder-stand	N/A	❌ Not Published	bodyweight	Inverted pose with weight on shoulders. Calming inversion improving circulation.	intermediate	shoulders	inversion
Half Moon	half-moon	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:half-moon	N/A	❌ Not Published	bodyweight	Standing balance with one leg lifted and hand on floor. Challenging lateral balance.	advanced	legs	balancing
Humble Warrior	humble-warrior	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:humble-warrior	N/A	❌ Not Published	bodyweight	Warrior I with forward fold and hands clasped behind back. Humble and introspective.	intermediate	legs	forward_bend
Pigeon Pose	pigeon-pose	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:pigeon-pose	N/A	❌ Not Published	bodyweight	Hip opening pose with one leg forward and one back. Deep hip flexor stretch.	intermediate	hips	hip_opener
Warrior III	warrior-iii	33401:0bdd91e8a30d87d041eafd1871f17d426fa415c69a9a822eccad49017bac59e7:warrior-iii	N/A	❌ Not Published	bodyweight	Standing balance pose with one leg extended back and arms forward. Challenging pose building strength and focus.	advanced	legs	balancing
